match_id,formation_x,formation_y
a88923bf,3-5-1-1,4-3-3
3a6e4eda,3-4-1-2,3-4-3
0b45e84b,4-2-3-1,4-5-1
44577bb9,4-2-3-1,4-3-3
48aedad4,4-4-2,4-2-3-1
4fc53541,4-4-2,3-4-3
5ebba311,4-2-3-1,4-5-1
a10df1c1,3-4-1-2,4-4-2
ab5ab93e,4-4-1-1,4-3-3
e96dbddf,3-4-3,4-3-3
27e8eb7d,3-4-3,4-2-3-1
330544b5,3-4-3,3-4-3
4ef3303c,4-2-3-1,4-4-1-1
1ba15715,4-2-3-1,3-5-2
441c2b25,4-4-1-1,4-4-2
e10fb1f5,3-4-3,3-4-3
efaaf9ea,3-4-3,4-4-2(d)
4a3be8c7,4-4-1-1,3-5-2
6a574a6e,4-2-3-1,4-2-3-1
8c44d5c8,4-4-2(d),4-3-3
9d664171,4-2-3-1,3-4-1-2
f8de547f,3-5-2,4-3-3
2c131c1f,4-2-3-1,3-4-3
c476ec27,4-2-3-1,4-1-4-1
40a5eddf,4-2-3-1,4-3-3
8cee30b7,4-1-4-1,3-4-3
5e20c93d,3-4-1-2,4-3-3
69877b3e,4-4-2(d),4-2-3-1
73e641b5,4-4-2,4-3-3
7ea9c9d2,4-1-4-1,4-2-3-1
905b5745,4-3-3,4-2-3-1
881e37ef,4-2-3-1,4-4-2
d3712826,4-4-2,4-3-2-1
502eecde,3-5-2,4-2-3-1
a58ab029,4-4-2,4-2-3-1
c5fb4a24,3-5-1-1,4-3-3
d579d227,4-3-3,4-3-3
f09d6c38,4-4-2,3-4-1-2
fb16ff09,4-4-2,4-4-2
67e49eef,4-2-3-1,4-3-3
acfaa840,4-2-3-1,3-4-1-2
a24eb69e,4-2-3-1,3-5-2
b9885de1,4-3-3,3-5-2
37479666,4-2-3-1,4-4-2
4475317d,3-4-1-2,4-2-3-1
b0981ce2,4-4-2,4-4-2
fa6be9ac,3-4-1-2,4-2-3-1
07d4c7e5,4-1-4-1,4-2-3-1
be78aee3,4-2-3-1,4-3-3
f3abffcd,4-1-4-1,4-1-4-1
43843baa,3-4-3,3-4-3
4a10b896,4-2-3-1,4-2-3-1
6ec8730c,4-1-4-1,4-4-1-1
7f4b1e82,3-4-1-2,4-4-2
8223839a,4-2-3-1,4-2-3-1
fd2b255e,4-3-2-1,4-3-3
1687867c,4-3-1-2,4-2-3-1
0ecb6a48,4-2-2-1-1,4-2-3-1
f1f447dc,4-2-2-1-1,4-2-3-1
17e79939,4-4-2(d),4-1-4-1
fb371f73,4-2-3-1,4-2-3-1
24ce80a0,4-2-2-2,4-2-3-1
fb1c6a12,4-2-3-1,4-2-3-1
81d5ffa9,4-1-4-1,4-1-4-1
f45a403a,4-1-4-1,4-2-3-1
81fc14cd,4-2-3-1,4-2-3-1
158988bf,4-2-3-1,4-1-4-1
142db4ae,4-2-3-1,3-5-2
560a57cc,4-2-3-1,4-2-3-1
40cd0434,4-2-3-1,4-1-4-1
9acea912,4-2-3-1,4-3-2-1
28b33a82,4-2-3-1,4-2-3-1
390806a5,4-3-1-2,4-2-3-1
6cb50bdd,3-3-2-2,4-1-4-1
8fa61a62,4-2-3-1,4-2-3-1
fbc87e09,4-4-1-1,4-2-3-1
e03ea6a3,4-2-3-1,4-2-3-1
bcaaaa1c,4-2-3-1,4-2-3-1
19280c38,5-1-2-2,3-1-4-2
111bfc17,4-2-3-1,4-4-2(d)
e2bed383,3-2-2-1-2,3-1-2-2-2
db44c298,4-1-4-1,4-2-2-2
abadd4e1,4-2-3-1,3-2-2-2-1
0c5ba3d0,4-2-3-1,4-2-2-1-1
fd7aa95a,4-2-3-1,4-1-4-1
32e6e11d,4-2-3-1,4-1-4-1
caaabff9,4-2-3-1,4-2-3-1
e9fb7575,4-2-3-1,4-2-3-1
115f56a7,3-5-2,4-3-2-1
72f7fffb,4-1-4-1,3-2-2-1-2
5bf10bc8,4-4-2(d),4-2-3-1
98368e48,4-4-2(d),4-2-3-1
a6e9fce5,4-2-3-1,4-2-3-1
3398fcb8,4-2-2-1-1,4-3-2-1
9b0f4c68,3-3-3-1,4-3-2-1
83d56d51,4-2-2-2,4-1-4-1
04a3ae8b,4-2-3-1,3-2-2-1-2
50aa4db5,4-1-4-1,4-1-4-1
7f5be835,4-1-4-1,4-1-4-1
a62141ba,3-1-4-2,4-2-3-1
1dbf3ce0,4-2-3-1,3-1-4-2
e4769490,4-1-4-1,5-1-2-2
786267d3,3-2-2-1-2,4-2-3-1
e070d6ab,4-2-3-1,4-4-2
375b96c1,4-2-3-1,3-1-4-2
0cf1a792,3-2-2-1-2,4-2-3-1
daee9d1e,4-2-3-1,4-2-3-1
f204bfac,4-2-3-1,4-2-3-1
82c01612,4-2-3-1,4-1-4-1
2292c57f,4-1-4-1,4-2-3-1
e0e3babf,4-2-3-1,4-2-3-1
9a83fee5,4-1-4-1,3-4-3
4678242b,4-2-3-1,5-1-2-2
be2233f8,3-2-3-2,4-1-4-1
2d5bd38f,3-5-2,4-4-2
0e797669,4-1-4-1,4-2-3-1
cd319f42,4-1-4-1,4-2-2-2
0dd07892,4-1-4-1,4-2-3-1
b13af04d,4-1-4-1,4-2-3-1
2da00ad3,4-1-4-1,4-2-3-1
3ac6db43,3-3-2-2,4-1-4-1
58e3a8ab,4-1-4-1,3-2-2-1-2
a1e5c57c,3-2-3-2,3-2-2-2-1
44d7aabc,4-2-3-1,3-2-3-2
09ff21fa,4-2-3-1,3-2-2-2-1
fe930b41,4-2-3-1,4-1-4-1
3c31ae91,4-2-3-1,4-2-2-2
c9b41bef,4-2-2-2,4-2-3-1
d878e1ff,4-1-4-1,3-3-2-2
e92220f8,4-2-2-2,3-4-1-2
6df69f3c,4-2-3-1,4-2-3-1
5d9957b4,4-2-2-1-1,4-1-4-1
fbba46ee,4-2-3-1,4-1-4-1
9d167684,3-2-2-1-2,4-1-4-1
a979e99b,4-1-4-1,3-2-1-2-2
efd63105,4-2-3-1,4-1-4-1
e79ac1a6,4-2-3-1,4-4-2
3cfa537e,4-1-4-1,4-1-4-1
bed8b088,4-2-3-1,4-2-3-1
28d5c586,4-2-3-1,3-2-3-1-1
7b2876d0,3-3-2-2,4-2-3-1
d80e3f3d,4-1-4-1,4-2-2-2
689dd705,4-2-3-1,4-2-3-1
31f2a62f,4-1-4-1,4-2-3-1
dc16d149,4-1-4-1,4-4-1-1
c0f6ff1f,4-2-3-1,4-1-4-1
0ca0088f,4-2-3-1,4-4-2
c0629019,4-2-3-1,4-2-2-2
251cff00,4-2-3-1,4-2-3-1
80aef0e1,4-2-3-1,4-2-3-1
213e6610,4-4-2(d),3-2-2-2-1
aaa2028c,4-1-4-1,3-3-2-2
f80f248c,4-2-2-2,4-1-4-1
7219cd02,4-2-3-1,4-1-4-1
a2823ddb,4-2-3-1,4-2-3-1
bde14e40,4-1-4-1,3-4-3
5ac21e91,4-2-3-1,4-1-4-1
a3447279,4-4-2(d),4-1-4-1
4bdd283c,4-2-3-1,4-3-2-1
c2f89071,4-2-2-2,4-2-3-1
b430407c,4-2-3-1,4-2-2-1-1
d6f7da08,4-3-2-1,4-2-3-1
37a73b3c,4-2-3-1,4-2-3-1
3ff99274,4-2-3-1,4-2-3-1
4f7abf36,4-2-3-1,4-2-2-2
42b7bbd3,4-1-4-1,4-1-4-1
7d92247e,3-1-4-2,4-2-3-1
ce17df47,4-1-4-1,5-4-1
876ddcd2,4-2-3-1,3-2-2-2-1
46cda907,4-2-2-2,5-4-1
d073ab6e,4-2-2-1-1,4-2-3-1
38c79746,3-4-1-2,3-3-2-2
245dbef5,4-3-2-1,3-2-2-2-1
d13ace4b,4-2-3-1,4-4-2
ae10ae65,4-2-3-1,4-3-2-1
cdd47a76,3-3-2-2,4-2-3-1
bb91a397,3-4-3,4-1-4-1
2bb5d156,4-2-3-1,4-1-4-1
ec2820e0,4-1-4-1,4-2-3-1
b07079d0,3-2-2-1-2,4-2-3-1
5050b94b,4-1-4-1,4-2-3-1
a846665e,3-3-2-2,4-1-4-1
1f028db7,4-2-3-1,3-4-1-2
37962fb4,4-2-3-1,4-2-2-2
9e23ba0f,4-1-4-1,4-2-3-1
97f6832b,4-2-2-2,3-2-2-1-2
5b78b2c5,4-2-3-1,4-2-3-1
9f280ec4,4-2-3-1,3-4-3
1465991d,4-2-3-1,4-1-4-1
98fd238d,3-1-4-2,4-1-4-1
5ba7b176,4-3-2-1,4-1-4-1
15007332,4-1-4-1,4-2-3-1
99946059,4-2-3-1,3-2-3-2
224aae7b,4-1-4-1,3-2-2-1-2
31be0db8,4-2-3-1,4-2-3-1
95ea5304,4-2-3-1,4-3-2-1
c5db5405,3-1-2-2-2,4-2-2-2
3e4b2ad8,4-1-4-1,4-2-3-1
863168ee,4-2-3-1,4-4-2
388b14f4,3-2-2-1-2,4-2-3-1
11a0afd7,3-4-1-2,4-2-3-1
77f8db4e,4-2-3-1,4-4-2(d)
3d85cf10,4-2-3-1,4-2-3-1
b99b2101,4-3-2-1,4-1-4-1
ea5bbd04,4-1-4-1,4-2-2-2
38f74991,4-2-3-1,4-2-3-1
6ea37053,4-1-4-1,4-2-3-1
5924edf5,4-2-3-1,4-3-2-1
4e1a3fd3,3-2-2-2-1,3-2-2-2-1
08bc7b87,4-2-3-1,4-2-3-1
f0098b77,4-2-2-2,4-2-3-1
50ac8a33,4-1-4-1,4-1-4-1
c43359b8,4-1-4-1,4-2-3-1
f7a25c1d,4-2-3-1,5-4-1
8804a597,4-2-3-1,4-1-4-1
1986194b,4-1-4-1,4-1-4-1
9cb71e1c,4-4-2(d),4-1-4-1
a7cc3888,4-2-3-1,4-2-3-1
2b1aca61,4-2-3-1,4-2-3-1
28184858,4-2-3-1,4-2-3-1
a7de64f5,4-2-3-1,5-4-1
adedf57c,4-1-4-1,4-5-1
9fce1b65,3-1-4-2,4-1-4-1
8e8841f4,4-2-2-2,4-2-2-2
e4ba4beb,4-2-3-1,4-4-2
1beeb66b,4-2-3-1,3-3-2-2
9d330f5d,3-2-2-2-1,4-3-2-1
3e0c31a8,4-1-4-1,4-2-3-1
e85857c9,3-2-3-2,4-2-3-1
4586164a,4-2-3-1,4-1-4-1
a4929e5c,4-1-4-1,4-2-2-2
dbbd02ee,4-1-4-1,4-2-3-1
93ee64eb,4-2-3-1,3-1-4-2
d6b2bf17,4-2-2-1-1,4-1-4-1
97cdd6b7,3-1-4-2,4-1-4-1
4c9fbb83,4-2-3-1,4-1-4-1
eade0313,4-1-4-1,4-1-4-1
15797b5f,4-2-3-1,3-2-3-2
522798b5,4-2-2-1-1,4-1-4-1
e2e8b990,4-2-3-1,4-2-3-1
f57dded4,4-3-2-1,4-2-3-1
28bbeb85,4-1-4-1,4-2-3-1
e4b8d041,4-4-2,4-2-3-1
2c4a89eb,3-2-3-2,4-2-3-1
30042fc5,4-2-2-2,3-4-3
d6956851,4-2-3-1,4-2-2-1-1
136e580a,3-3-2-2,3-2-3-2
3dada773,4-2-2-2,4-2-3-1
6a1b3920,3-2-2-2-1,4-2-3-1
86a486fe,4-1-4-1,4-1-4-1
31d8f98e,4-2-3-1,4-1-4-1
c88c0311,4-2-3-1,4-2-3-1
a365d03d,4-2-3-1,4-2-3-1
d3bfe841,4-1-4-1,3-4-3
82c9b21d,4-1-4-1,4-2-2-2
3b0e06ba,4-1-4-1,3-1-4-2
7686ca13,4-1-4-1,4-1-4-1
2b087129,4-2-2-2,4-2-3-1
8208c9cc,4-2-3-1,4-2-3-1
79411a8a,4-1-4-1,4-2-3-1
e98b37f2,4-2-2-2,4-2-2-2
12d9680b,4-2-3-1,4-2-3-1
1b5ac100,4-2-3-1,4-1-4-1
bf220694,4-2-2-1-1,4-2-3-1
8a090449,4-2-3-1,4-2-3-1
c2d9c052,4-2-3-1,4-1-4-1
570dc05e,4-2-3-1,3-2-2-1-2
c9305261,4-1-4-1,4-4-2
38d96b4e,4-2-3-1,4-2-3-1
ca2f4384,3-5-2,4-3-2-1
575d62f4,4-1-4-1,4-2-2-2
c876955a,4-2-3-1,3-2-3-2
172f8966,3-4-3,3-4-3
5efd4c93,4-2-3-1,4-2-3-1
effce0a7,4-1-4-1,3-3-2-1-1
8413f305,3-1-4-2,4-2-3-1
0620c002,4-2-3-1,4-1-4-1
75484123,4-2-3-1,4-1-4-1
a51c5efb,4-2-3-1,3-3-2-1-1
48043b76,4-2-3-1,3-2-2-1-2
f9b9b7c7,4-2-3-1,4-2-3-1
8e22d84e,4-2-3-1,4-2-3-1
7a91a76b,4-2-3-1,4-2-3-1
6d6b1478,4-2-3-1,3-2-2-2-1
f12b39b9,4-1-4-1,4-1-4-1
d34a43d8,5-3-2,4-1-4-1
14c41563,4-2-2-1-1,4-2-3-1
1fc84d72,4-1-4-1,4-2-3-1
3ec002f9,4-2-2-2,4-2-3-1
15815b5f,4-2-3-1,4-2-3-1
d30aa6e5,4-1-4-1,3-2-2-1-2
0c768609,4-1-4-1,4-2-3-1
e148dd77,3-3-3-1,4-2-3-1
53d2d3bd,3-1-4-2,4-1-4-1
da5a841d,4-1-4-1,4-4-2(d)
cef309c6,4-1-4-1,4-2-3-1
5ff36fcd,4-4-1-1,3-1-4-2
8957b905,4-4-2,4-1-4-1
ab920eba,3-5-2,4-2-3-1
b6e91ba6,4-2-3-1,4-2-3-1
09c609f7,3-2-2-1-2,4-2-3-1
72ed2881,3-4-1-2,3-1-4-2
7874c834,4-1-4-1,4-1-4-1
32cc0870,4-1-4-1,4-1-4-1
5e7e7a14,4-2-3-1,4-4-2
127b1a1a,3-1-4-2,4-2-3-1
7432bd03,4-1-4-1,4-4-2
7f429fdd,4-4-2(d),4-2-3-1
c957368a,4-4-2(d),4-1-4-1
143f6b8f,4-2-3-1,3-2-2-2-1
a88f6db4,3-5-2,4-3-2-1
cf6856ab,4-2-3-1,4-2-3-1
12dd4f3b,4-2-3-1,4-2-3-1
985365f5,4-2-2-2,4-2-3-1
dfcc362c,3-4-3,4-2-3-1
b85aea06,4-4-2(d),4-2-2-2
083bea6e,4-2-3-1,4-1-4-1
1c7710d2,4-2-3-1,4-1-4-1
547fb474,3-2-2-1-2,3-1-4-2
f7521e94,4-2-2-2,4-2-3-1
2fa81cdc,4-4-2(d),4-1-4-1
5cf9996e,4-1-4-1,3-2-2-2-1
e96748d2,4-2-3-1,4-2-3-1
9d2f39b2,3-4-1-2,4-4-2(d)
4b9c3ee4,4-2-3-1,3-3-2-2
7794db96,4-3-2-1,4-4-2
8e095b4d,4-2-2-1-1,3-2-2-1-2
84d1a518,4-2-2-2,4-2-3-1
2dec19c0,4-1-4-1,4-1-4-1
0f4ee168,4-1-4-1,3-4-3
ef9575f1,4-2-3-1,3-1-4-2
40273e19,4-1-4-1,3-1-2-2-2
fc263500,4-2-3-1,4-2-3-1
917de6de,4-4-2,4-3-1-2
337b2e65,4-1-4-1,4-2-3-1
4f9de080,4-2-3-1,4-2-2-2
7aaddbc4,4-3-2-1,4-4-2(d)
8b6406e2,3-4-1-2,4-2-3-1
26a23874,4-2-3-1,4-2-3-1
3c4e2b5d,4-2-3-1,4-2-3-1
2f630760,3-5-2,4-3-3
27bbada4,4-3-3,4-2-3-1
3a019e04,4-4-2(d),4-3-3
c143cd80,4-3-3,3-4-3
3e994683,4-3-3,4-2-3-1
855bb3c1,4-2-3-1,4-2-2-2
6b6275bd,4-2-3-1,4-2-3-1
16303097,4-1-4-1,4-2-3-1
03ccbdcf,4-2-3-1,4-1-4-1
479fb17d,4-2-3-1,4-2-3-1
b06fb3f0,4-1-4-1,3-4-3
4fb6e346,4-4-2,4-2-3-1
1fa56465,4-2-3-1,4-1-4-1
6589142d,4-2-3-1,4-1-4-1
e4458f5c,4-2-3-1,4-2-3-1
048e778d,4-1-4-1,4-2-3-1
f3a19a75,4-2-3-1,4-1-4-1
bdefa336,4-1-4-1,4-1-4-1
954e3fff,4-2-3-1,4-1-4-1
4577e314,4-2-3-1,4-2-2-2
876046a3,4-1-4-1,3-4-1-2
9ae329ea,4-2-3-1,4-2-3-1
a26d7cce,4-4-2(d),4-1-4-1
db49dd8e,4-4-2(d),4-2-3-1
cb753010,4-1-4-1,4-2-3-1
bdf4c8ff,4-1-4-1,4-4-2(d)
1bdba245,4-2-3-1,4-2-3-1
4b5657a5,2-2-3-1-2,3-4-1-2
b92b3595,4-1-4-1,4-1-4-1
aa3362f9,4-2-3-1,4-1-4-1
0ba7283a,4-2-3-1,4-2-3-1
e3731223,4-2-3-1,4-1-4-1
8f67e431,4-2-3-1,4-2-3-1
724bdbe0,4-2-2-2,4-2-3-1
1b3374dc,4-1-4-1,4-2-3-1
a14d2d7f,4-1-4-1,4-1-4-1
12b4eed6,3-4-3,4-2-3-1
302adbcf,4-2-3-1,3-4-3
c43a2256,4-1-4-1,4-2-3-1
859800d6,4-2-3-1,4-2-3-1
91d2c051,4-1-4-1,4-1-4-1
43361e48,4-4-2,4-1-4-1
91d167d2,4-2-3-1,3-3-2-2
83af1b32,4-1-4-1,4-2-2-2
ba25fa9e,4-2-3-1,4-2-3-1
aa55f20d,4-2-3-1,4-4-2(d)
786dcfc9,4-2-3-1,4-2-2-1-1
d7ba4f03,4-3-2-1,4-4-2(d)
405736b8,4-2-3-1,4-1-4-1
d68ce94f,4-2-3-1,4-1-4-1
1f489798,4-2-2-2,4-2-2-2
d4b86ba1,4-4-2,4-2-3-1
eb5d403d,4-4-2(d),4-2-3-1
259c1005,4-2-3-1,4-1-4-1
dee9d071,4-2-3-1,4-4-2(d)
8b9f23d0,4-2-3-1,4-1-4-1
6f1581f1,4-2-3-1,4-2-3-1
27b3fc9b,3-3-2-2,4-2-3-1
91b1ea61,4-2-3-1,4-1-4-1
1bcde2a1,4-2-3-1,4-1-4-1
b401972f,4-1-4-1,4-1-4-1
378d60d3,4-4-2(d),4-2-3-1
0476c4c4,4-2-3-1,3-4-3
b1057ac6,4-3-3,4-3-3
109afe84,4-1-4-1,4-2-3-1
48725bd9,3-2-2-2-1,3-2-2-2-1
be365717,4-4-2(d),4-1-4-1
7701de02,4-2-3-1,4-2-3-1
ba5eb84a,4-2-3-1,4-2-3-1
c8746462,4-1-4-1,4-2-2-2
ef0ff0a5,4-4-2(d),4-1-4-1
5077ecd6,4-2-3-1,4-2-2-1-1
82c36d7f,4-1-4-1,4-2-3-1
c54aa325,4-2-3-1,4-2-3-1
ea100c80,4-2-3-1,4-4-2(d)
f3fde9f5,4-2-3-1,4-2-3-1
942cc969,4-2-3-1,4-4-2(d)
062dcdd2,4-2-3-1,4-2-3-1
f7105022,4-1-4-1,5-4-1
9980be4c,4-2-3-1,3-2-2-2-1
17cc51de,4-2-3-1,4-2-3-1
84a774a1,4-1-4-1,4-1-4-1
18c3a58a,4-2-3-1,4-1-4-1
2c3fe337,4-1-4-1,4-2-3-1
88ca5f09,3-2-2-2-1,4-2-3-1
586fe29f,4-2-3-1,4-4-2(d)
ed666a91,4-1-4-1,4-2-3-1
e03cfed2,4-1-4-1,4-4-2(d)
d17208f5,4-2-2-2,4-2-2-2
49b115f3,4-2-3-1,4-2-3-1
c0ec8e96,4-1-4-1,4-1-4-1
80b21316,4-2-3-1,4-2-3-1
f3ceef9c,4-2-3-1,4-2-2-2
e298120f,4-1-4-1,4-2-3-1
ed5f5f2a,4-2-2-2,4-2-3-1
e254d1a0,4-2-3-1,4-2-2-2
0ab7bda4,4-4-2(d),4-2-3-1
a79662df,4-1-4-1,4-1-4-1
57cf54d9,4-2-3-1,4-2-3-1
53fc6f8a,4-2-3-1,4-3-2-1
f16a5ab3,4-2-3-1,4-2-3-1
58273782,4-2-3-1,4-1-4-1
a5c53ec5,4-1-4-1,4-1-4-1
c34d0359,4-2-3-1,3-2-2-2-1
c36dee76,4-2-3-1,4-2-3-1
10f4e52e,4-2-3-1,4-2-3-1
80cd3e0e,4-2-3-1,4-2-2-1-1
4e1ae729,4-2-3-1,4-2-2-2
d0ebf517,4-2-2-2,4-2-3-1
f659e724,4-2-3-1,4-2-3-1
1c95e811,4-2-3-1,3-3-2-2
85fb97cd,4-2-3-1,4-1-4-1
66f3793e,4-2-3-1,4-2-2-2
a8aa52f8,4-1-4-1,4-2-3-1
45e52dcc,3-3-2-2,4-2-3-1
00b98f63,4-2-3-1,4-2-3-1
afd7d467,3-1-2-2-2,4-2-3-1
490ddcad,4-2-3-1,4-1-4-1
c1c3629d,4-2-3-1,3-2-2-2-1
ad9f5965,4-1-4-1,4-2-3-1
736244c6,3-3-2-2,4-2-3-1
2a47d1a4,4-4-2(d),3-4-3
994b5c7d,3-4-1-2,4-1-4-1
bf2f237f,4-3-3,4-4-1-1
c0305d1b,4-2-3-1,4-1-4-1
af8700bf,4-3-3,4-2-3-1
f5cab7ba,4-4-2(d),4-2-3-1
1238e24e,4-2-3-1,4-2-3-1
00bab727,4-2-3-1,4-2-3-1
0e872136,4-2-3-1,4-2-3-1
6876235f,4-4-1-1,4-3-3
3eb3a9fd,4-2-3-1,3-4-3
14eacb0b,4-3-3,4-3-3
35cada1e,4-2-3-1,3-4-1-2
d3611ded,4-2-3-1,4-2-3-1
3a3c2fe0,4-3-3,4-1-4-1
495f75e5,4-2-3-1,4-3-3
1631e4bf,4-2-3-1,4-3-3
77ef0a77,4-1-4-1,4-4-2
6f747c24,4-2-3-1,4-4-2
4e1ea19d,4-3-3,4-3-3
e669827d,4-1-4-1,4-2-3-1
d42fa017,3-4-3,4-4-2
57c74efe,4-3-3,4-2-3-1
c0086d95,4-2-3-1,4-2-3-1
29d00b66,4-2-3-1,4-3-3
09b7400a,4-2-3-1,3-4-3
b3c69382,4-2-3-1,4-1-4-1
a32a0041,4-4-2,4-3-3
73cee246,4-2-3-1,4-2-3-1
52261253,4-3-3,4-4-2
588052eb,4-5-1,4-3-3
cce55e99,4-4-2,4-2-3-1
f04ba412,3-4-3,4-3-3
64174889,4-4-2,4-3-3
287893b4,4-4-2(d),4-3-3
adbd3402,4-2-3-1,4-4-2
877b36b5,4-2-3-1,4-2-3-1
640f7d89,4-2-3-1,3-4-1-2
6a670620,4-3-3,4-5-1
a1c3c7ae,4-3-3,4-4-2
fbef406a,4-2-3-1,4-1-4-1
d9f39988,4-2-3-1,4-2-3-1
16bea669,4-4-2,4-4-1-1
27fba736,4-3-3,4-3-3
a8928cc4,4-1-4-1,4-3-3
701f9d9a,4-2-3-1,4-3-3
36eceaaf,4-4-2,4-4-2(d)
cda9d9ec,4-2-3-1,4-2-3-1
df849b65,4-4-2(d),4-2-3-1
efa33a59,4-3-3,4-2-3-1
c041304e,3-4-1-2,4-2-3-1
77cedaa5,4-2-3-1,3-5-2
dcad74a2,4-3-3,4-2-3-1
0022e2c9,4-2-3-1,4-3-3
04258425,4-2-3-1,4-3-3
56974351,4-4-1-1,4-2-3-1
edae4860,4-4-2(d),3-4-3
93498838,3-4-1-2,4-4-1-1
d8ba2224,4-4-2(d),4-2-3-1
98b40462,4-2-3-1,4-4-2
efcf715b,4-1-4-1,4-2-3-1
bb2a8c0b,4-2-3-1,4-2-3-1
b1c8b343,4-4-2,4-3-3
116eb559,4-2-3-1,4-3-3
3d45cf10,4-2-3-1,4-3-3
d2c8751c,4-3-3,4-2-3-1
073619d7,4-2-3-1,4-5-1
e4dbe1ef,4-2-3-1,3-5-2
779f8242,4-2-3-1,3-4-3
e4af5e15,4-2-3-1,4-2-3-1
f45a35a0,4-2-3-1,3-5-2
49e9d8f7,4-4-1-1,3-4-3
b21d5e20,4-2-3-1,3-4-3
4d7645f4,4-2-3-1,4-4-2(d)
8d2378ca,4-3-3,4-4-2
a3426586,4-3-3,4-2-3-1
99c3168b,4-3-3,4-3-3
f3dafe0b,4-4-2,4-2-3-1
1930bc09,3-5-1-1,4-2-3-1
850332b1,4-1-4-1,4-2-3-1
def97154,4-2-3-1,4-4-1-1
8393edef,4-2-3-1,4-3-3
e23cff78,4-3-3,3-5-2
7fd10376,4-2-3-1,3-4-1-2
0980ffd9,4-4-2(d),4-2-3-1
d022ffb8,4-2-3-1,4-4-2
dab15f36,4-1-4-1,4-1-4-1
1b7913f9,4-2-3-1,3-4-3
445b148d,4-3-3,4-2-3-1
8a8473ce,4-2-3-1,3-4-3
0c6ff80f,4-4-2(d),4-3-3
e5bbce05,4-4-2,4-1-4-1
5464fee5,4-2-3-1,4-1-4-1
29001d7b,3-4-3,4-3-3
5c5448b8,4-4-1-1,4-4-2
d0bc24cd,4-3-3,4-1-4-1
f1826d8d,4-3-3,4-4-2(d)
98d2167f,4-2-3-1,3-4-3
e9aff2fc,3-4-3,4-2-3-1
e78f5e4c,4-2-3-1,4-2-3-1
df99237f,4-3-3,4-4-2
cb710ab7,4-3-3,4-2-3-1
0fd0b23f,4-3-3,3-4-3
9a0f9da4,4-2-3-1,4-3-3
9ef1e0b2,4-2-3-1,4-2-3-1
837a951e,4-4-2(d),4-1-4-1
4f8b5e07,3-4-1-2,4-3-3
ddfdeba3,3-4-3,4-2-3-1
02e8a94d,4-2-3-1,4-3-3
a052e72a,4-3-3,4-4-1-1
17ff2ce9,4-3-3,3-4-3
0d3dbe50,4-4-2(d),4-4-2
4946240f,4-3-3,4-2-3-1
832c4d3d,3-4-3,4-2-3-1
c16b74e7,4-2-3-1,4-4-2
2717f601,4-1-4-1,4-4-2
566fcd7e,4-3-3,4-2-3-1
ea4b14d3,4-3-3,4-2-3-1
c68eea50,4-2-3-1,4-2-3-1
53705c13,4-2-3-1,4-2-3-1
a4640e14,3-4-1-2,4-4-2
49041588,3-4-3,3-5-2
62b041cb,4-3-3,4-4-2
83d7475f,4-3-3,3-5-2
17ece3bd,4-4-1-1,4-2-3-1
7edacdc1,3-5-1-1,4-4-2(d)
6dfb21ae,3-5-2,3-4-3
a8e1f3a0,4-2-3-1,4-3-3
e1160c20,4-4-2,4-1-4-1
cbde4faa,4-2-3-1,4-3-3
481b693e,4-2-3-1,4-2-3-1
a2c01153,4-2-3-1,4-2-3-1
134e5bbb,4-2-3-1,3-4-1-2
693ada6e,4-2-3-1,4-3-3
578ea85b,3-5-1-1,3-5-2
0eaf3f6a,4-2-3-1,4-4-2
817636b7,4-3-3,4-2-3-1
152d8a69,4-2-3-1,4-3-3
373a994e,4-3-3,3-5-1-1
0fad44d8,4-3-3,4-1-4-1
2e093f04,4-1-4-1,4-2-3-1
a794ffb1,4-3-3,3-5-2
0d7f55c4,4-4-2,4-2-3-1
d5be54c2,4-2-3-1,4-2-3-1
0147ccd2,4-3-3,4-3-3
6552577a,4-3-3,4-3-3
afe16df5,4-2-3-1,4-2-3-1
a380495a,4-2-3-1,4-3-3
7570ca21,4-4-2(d),4-2-3-1
ca88dbd9,4-2-3-1,3-4-3
3089f5ec,4-3-3,4-2-3-1
23e035c8,4-2-3-1,4-2-3-1
d2edc298,4-2-3-1,4-3-3
51611d64,4-2-3-1,3-4-3
d13530f8,3-5-2,4-2-3-1
88ea365c,4-3-3,4-2-3-1
136fc404,4-1-4-1,4-2-3-1
aa63bbee,4-4-2(d),4-2-3-1
c8ab45f6,4-4-1-1,4-2-3-1
394b3473,4-5-1,4-2-3-1
b0fc0cd0,4-3-3,4-2-3-1
1a146a4a,4-1-4-1,4-1-4-1
647dd2e0,4-2-3-1,3-5-2
b94770c1,4-3-3,4-2-3-1
2758fdff,4-2-3-1,4-2-3-1
44cab08c,4-3-3,4-3-3
4405f77e,4-2-3-1,4-4-2(d)
cdd26a61,3-5-2,3-4-1-2
f266ebe3,4-3-3,4-3-3
39cdd2bc,4-2-3-1,4-3-3
106c8f32,4-2-3-1,4-4-1-1
df27d73a,4-2-3-1,3-4-3
c85ed0ae,4-2-3-1,4-2-3-1
153683e1,3-4-3,4-1-4-1
7b97061d,4-2-3-1,4-1-4-1
f919e453,4-2-3-1,4-3-3
01677da0,4-2-3-1,4-3-3
f9e104c7,4-2-3-1,4-4-2(d)
